CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	English-Equivalent
giliy_1	galA-u_1	pos:verb	pos:verb	boil
giliy_1	galA-u_1	pos:verb	pos:verb	boil with anger
giliy_1	UNK	pos:verb	UNK	become expensive
giliy_1	na$~aT_1	pos:verb	pos:verb	bustle with activity
gil~_1	gil~_1	pos:noun	pos:noun	rancor
gil~_1	gil~_1	pos:noun	pos:noun	malice;;ill wish;;rancor
gil~Awiy_1	Haquwd_1	pos:adj	pos:adj	spiteful;;malicious
gil~Awiy_1	Haquwd_1	pos:adj	pos:adj	venomous
gimAmap_1	UNK	pos:noun	UNK	blinder;;muzzle
gimAmap_1	gimAmap_1	pos:noun	pos:noun	blinder;;muzzle
gimiD_1	gam~aD_1	pos:verb	pos:verb	become vague;;mysterious
gimiq_1	UNK	pos:verb	UNK	darken
ginA'_1	ginA'_1	pos:noun	pos:noun	singing
ginA}iy_1	ginA}iy~_1	pos:adj	pos:adj	vocal
ginaY_1	ginaY_1	pos:noun	pos:noun	wealth
ginaY_1	ginaY_1	pos:noun	pos:noun	wealth
gin~aywap_1	>ugoniyap_1	pos:noun	pos:noun	song;;melody
UNK	ginowap_1	UNK	pos:noun	lyrical song
ginofAriy_1	muHAbiy_1	pos:adj	pos:adj	favoritism
ginowap_1	>ugoniyap_1	pos:noun	pos:noun	lyrical song
ginowap_1	>ugoniyap_1	pos:noun	pos:noun	song;;melody
ginowap_1	ginowap_1	pos:noun	pos:noun	song;;ode
giwoT_1	Eumoq_1	pos:noun	pos:noun	bottom;;depth
giwoT_1	Eumoq_1	pos:noun	pos:noun	depth
giway$ap_1	siwAr_1	pos:noun	pos:noun	bracelet
giwiT_1	Eamuq-u_1	pos:verb	pos:verb	deepen
giwiy_1	gawiy-a_1	pos:verb	pos:verb	covet
giyAb_1	giyAb_1	pos:noun	pos:noun	absence;;disappearance
giyAb_1	giyAb_1	pos:noun	pos:noun	disappearance;;absence
giyAbiy_1	giyAbiy~_1	pos:adj	pos:adj	in absence
giyAr_1	giyAr_1	pos:noun	pos:noun	changing
giyAr_1	giyAr_1	pos:noun	pos:noun	exchange;;interchange;;replacement
giyAr_1	musotabodal_1	pos:noun	pos:noun	replacement
giybap_1	giybap_1	pos:noun	pos:noun	slander
giyrap_1	gayorap_1	pos:noun	pos:noun	jealousy;;zeal
giyrap_1	gayorap_1	pos:noun	pos:noun	jealousy
giTAniy_1	gayoTAniy~_2	pos:adj	pos:adj	gardener;;horticulturist
UNK	gayoTAniy~_2	UNK	pos:adj	agrarian
UNK	gayom_1	UNK	pos:noun	cloud
UNK	gayon_1	UNK	pos:noun	ghayn (Arabic letter)
giy~ap_1	gay~ap_1	pos:noun	pos:noun	liking;;inclination;;fancy
UNK	UNK	UNK	UNK	others
UNK	UNK	UNK	UNK	except;;apart from
UNK	UNK	UNK	UNK	perfidy
UNK	gaT~aY_1	UNK	pos:verb	cover;;be covered;;be concealed;;conceal
UNK	galuZ-u_1	UNK	pos:verb	thicken;;coarsen
UNK	ka|bap_1	UNK	pos:noun	depression;;glom
Al_0	UNK	pos:noun_prop	UNK	Fa
fA'_1	fA'_1	pos:noun	pos:noun	fa' (Arabic letter)
UNK	fA}idap_1	UNK	pos:noun	benefit;;advantage
fAboriykap_1	maSonaE_1	pos:noun	pos:noun	factory
faboriykap_1	maSonaE_1	pos:noun	pos:noun	factory
fAt-u_1	tar~ak_1	pos:verb	pos:verb	leave behind
fAt_1	tar~ak_1	pos:verb	pos:verb	leave behind
fAt-u_1	fAt-u_1	pos:verb	pos:verb	become clear
fAt_1	fAt-u_1	pos:verb	pos:verb	become clear
fAt-u_1	fAt-u_1	pos:verb	pos:verb	expire;;go by
fAt_1	fAt-u_1	pos:verb	pos:verb	expire;;go by
fAt-u_1	mar~ar_1	pos:verb	pos:verb	pass by
fAt_1	mar~ar_1	pos:verb	pos:verb	pass by
fAtuwrap_1	fAtuwrap_1	pos:noun	pos:noun	bill;;invoice
fAtit_1	UNK	pos:adj	UNK	crushing
fAtiH_1	fAtiH_1	pos:adj	pos:adj	opener;;opening;;clear (color)
fAtiH_1	fAtiH_1	pos:adj	pos:adj	pale;;light
fAtiH_1	fAtaH_1	pos:verb	pos:verb	disclose;;be informed about
fAtir_1	fAtir_1	pos:adj	pos:adj	lethargic;;lukewarm
fAti$_1	mufat~i$_1	pos:adj	pos:adj	inspector
fAtik_1	fAtik_1	pos:adj	pos:noun	exterminator;;murderer;;killer
fAtil_1	UNK	pos:adj	UNK	weaver
fAtin_1	fAtin_1	pos:noun_prop	pos:noun_prop	Fatin
fAtin_1	fAtin_2	pos:adj	pos:noun	tempting;;charming
fAtiy_1	mufotiy_1	pos:adj	pos:adj	mufti (Muslim legal scholar)
UNK	fAtin_2	UNK	pos:noun	tempting;;charming
fAji}_1	fAja>_1	pos:verb	pos:verb	be surprised;;surprise
fAjij_1	UNK	pos:adj	UNK	fragrant
fAjir_1	fAjir_1	pos:noun	pos:noun	immoral;;libertine
fAjir_1	fAjir_1	pos:adj	pos:adj	adulteress
fAjir_1	fAjir_1	pos:adj	pos:adj	immoral;;libertine
fAjiE_1	fAjiE_1	pos:adj	pos:adj	painful;;distressing
fAjiEap_1	fAjiEap_1	pos:noun	pos:noun	disaster;;misfortune;;calamity
fAH-u_1	fAH-u_1	pos:verb	pos:verb	be fragrant;;emanate
fAH_1	fAH-u_1	pos:verb	pos:verb	be fragrant;;emanate
fAH-u_1	fAH-u_1	pos:verb	pos:verb	spread
fAH_1	fAH-u_1	pos:verb	pos:verb	spread
fAHit_1	HAfir_1	pos:adj	pos:noun	digging
fAHir_1	UNK	pos:adj	UNK	digging
fAHi$_1	fAHi$_1	pos:adj	pos:adj	monstrous;;obscene
fAHi$_1	fAHi$_1	pos:adj	pos:adj	outrageous;;extreme
fAHiS_1	fAHiS_1	pos:adj	pos:noun	inspector;;questioner;;examiner
fAHim_1	fAHim_1	pos:adj	pos:noun	coal-black;;pitch-black
fAHim_1	fAHim_1	pos:adj	pos:noun	coal-black;;pitch-black
fAHim_1	fAHim_1	pos:adj	pos:noun	intense;;saturated
fAHo$ap_1	fAHi$ap_1	pos:noun	pos:noun	fornication;;adultery
fAHo$ap_1	fAHi$ap_1	pos:noun	pos:noun	prostitute;;abominations;;atrocities;;whore
fAxuwrap_1	fAxuwrap_1	pos:noun	pos:noun	pottery house;;ceramics shop
fAxuwrap_1	UNK	pos:noun	UNK	pottery workshop
fAxuwriy_1	xaz~Af_1	pos:noun	pos:noun	potter
fAxit_1	fAxit_1	pos:adj	pos:noun	perforating;;piercing
fAxir_1	fAxir_1	pos:adj	pos:adj	fine;;selected;;de luxe;;magnificent
fAxir_1	fAxir_1	pos:adj	pos:adj	luxurious
fAxis_1	UNK	pos:adj	UNK	tucking
fAd_1	UNK	pos:verb	UNK	benefit
fAdaY_1	tafAdaY_1	pos:verb	pos:verb	avoid;;prevent;;obviate
fAdaY_1	fAdaY_1	pos:verb	pos:verb	avoid
fAdiH_1	fAdiH_1	pos:adj	pos:adj	burdensome;;oppressive
fAdiH_1	fAdiH_1	pos:adj	pos:adj	heavy;;serious
fAdig_1	UNK	pos:adj	UNK	_
fAdiy_1	UNK	pos:noun_prop	UNK	Fadi;;Fady
fAdiy_1	fAdiy_1	pos:adj	pos:noun	redeemer;;ransomer
fAdiyap_1	fAdiyap_1	pos:noun_prop	pos:noun_prop	Fadia
fAr~_2	fa>or_1	pos:noun	pos:noun	mouse;;rat
fAr-u_1	{inotahaY_1	pos:verb	pos:verb	be completed
fAr_1	{inotahaY_1	pos:verb	pos:verb	be completed
fAr-u_1	fAr-u_1	pos:verb	pos:verb	boil to overflowing
fAr_1	fAr-u_1	pos:verb	pos:verb	boil to overflowing
fAr-u_1	fAr-u_1	pos:verb	pos:verb	boil;;gush out
fAr_1	fAr-u_1	pos:verb	pos:verb	boil;;gush out
fArap_1	fArap_1	pos:noun	pos:noun	plane (tool)
fArap_1	UNK	pos:noun	UNK	plane
fAruwq_1	fAruwq_2	pos:noun_prop	pos:noun_prop	Farouq
fAruwq_2	fAruwq_2	pos:noun_prop	pos:noun_prop	Farouq
fAruwqiy~ap_1	fAruwqiy~ap_1	pos:noun	pos:noun	forage cap
fArij_1	UNK	pos:adj	UNK	released;;relaxed
fArid_1	UNK	pos:adj	UNK	spreading
fArir_1	fAr~_1	pos:adj	pos:adj	fleeing
fAriz_1	UNK	pos:adj	UNK	sorter
fAris_1	fAris_2	pos:noun	pos:noun	cavalier
fAris_2	fAris_2	pos:noun	pos:noun	cavalier
fAris_1	fAris_2	pos:noun	pos:noun	horseman;;knight
fAris_2	fAris_2	pos:noun	pos:noun	horseman;;knight
fAris_1	fAris_1	pos:noun_prop	pos:noun_prop	Faris
fAris_3	fAris_1	pos:noun_prop	pos:noun_prop	Faris
fAris_1	fAris_3	pos:noun_prop	pos:noun_prop	Persia
fAris_3	fAris_3	pos:noun_prop	pos:noun_prop	Persia
fAris_1	fAris_2	pos:adj	pos:noun	horsewoman;;female knight;;knight;;cavalry
fArisiy_1	fArisiy~_1	pos:adj	pos:adj	persian
fAri$_1	UNK	pos:adj	UNK	spreader
fAriD_1	fAriD_1	pos:adj	pos:noun	old;;aged
fAriT_1	fAriT_1	pos:noun	pos:adj	elapsed;;past
fAriT_1	fAriT_1	pos:adj	pos:adj	elapsed;;past
fAriT_1	mutajAwiz_1	pos:adj	pos:adj	extravagant;;overstepping;;excessive;;exceeding
fAriE_1	fAriE_1	pos:adj	pos:adj	tall;;slender
fAriE_1	nADij_1	pos:adj	pos:adj	tall;;erect;;well grown
fArig_1	fArig_1	pos:adj	pos:adj	empty;;not busy;;void
fArig_1	fArig_1	pos:adj	pos:adj	empty;;not busy;;void
fArig_1	fArig_1	pos:adj	pos:adj	void of meaning
fAriq_1	fAriq_1	pos:noun	pos:noun	distinctive features;;difference;;variation
fAriq_1	fAriq_2	pos:adj	pos:adj	distinctive;;differentiating;;discriminating
fAriq_2	fAriq_2	pos:adj	pos:adj	distinctive;;differentiating;;discriminating
fAriq_1	fAraq_1	pos:verb	pos:verb	abandon
fAriq_1	fAraq_1	pos:verb	pos:verb	depart from;;be separated from
fAriq_1	UNK	pos:verb	UNK	depart from;;be separated from
fArik_1	UNK	pos:adj	UNK	masseur
fArim_1	UNK	pos:adj	UNK	masher
fArosiy_1	fArisiy~_1	pos:adj	pos:adj	persian
UNK	UNK	UNK	UNK	kerosene tank
UNK	maroHalap_1	UNK	pos:noun	phase
fAz-u_1	fAz-u_1	pos:verb	pos:verb	be victorious;;win
fAz_1	fAz-u_1	pos:verb	pos:verb	be victorious;;win
fAzap_1	fAzap_1	pos:noun	pos:noun	vase
fAzap_1	mazohariy~ap_1	pos:noun	pos:noun	vase
fAzir_1	UNK	pos:adj	UNK	_
fAziz_1	UNK	pos:adj	UNK	standing
fAziE_1	mufoziE_1	pos:adj	pos:adj	frightened;;alarmed
fAzoliyn_1	fAzoliyn_1	pos:noun	pos:noun	petroleum jelly
fAs_1	fa>os_1	pos:noun	pos:noun	ax;;hoe;;hatchet
fAs_2	fa>os_1	pos:noun	pos:noun	ax;;hoe;;hatchet
fAsiH_1	UNK	pos:adj	UNK	expander
fAsix_1	fAsix_1	pos:adj	pos:adj	abrogating;;nullifying
fAsid_1	fAsid_1	pos:adj	pos:adj	corrupt;;immoral
fAsis_1	fArig_1	pos:adj	pos:adj	empty;;not busy;;void
fAsiq_1	fAsiq_2	pos:adj	pos:adj	immoral
fAsiq_2	fAsiq_2	pos:adj	pos:adj	immoral
fAsiq_1	fAsiq_2	pos:adj	pos:adj	immoral
fAsiq_2	fAsiq_2	pos:adj	pos:adj	immoral
fAsiq_1	fAsiq_2	pos:adj	pos:adj	moral offender
fAsiq_2	fAsiq_2	pos:adj	pos:adj	moral offender
fAsiy_1	fAsiy~_1	pos:adj	pos:adj	from Fez
UNK	UNK	UNK	UNK	bird mites
fA$ap_1	UNK	pos:noun	UNK	bird mite
fA$ix_1	UNK	pos:adj	UNK	opening
fA$ir_1	kA*ib_2	pos:adj	pos:adj	false;;untrue
fA$i$_1	fArig_1	pos:adj	pos:adj	empty;;not busy;;void
fA$iq_1	kAsir_2	pos:adj	pos:adj	predatory;;rapacious
fA$il_1	fA$il_1	pos:adj	pos:adj	unsuccessful
UNK	UNK	UNK	UNK	haricot beans
fASid_1	UNK	pos:adj	UNK	falsity
fASil_1	fASil_1	pos:noun	pos:noun	partition;;divide
fASil_1	sAwam_1	pos:verb	pos:verb	bargain;;hassle
fASil_1	fASal_1	pos:verb	pos:verb	part company with;;be dissociated from
fASil_1	fAwaD_1	pos:verb	pos:verb	negotiate with;;parley with
UNK	fASilap_1	UNK	pos:noun	comma
fAD-i_1	baqiy-a_1	pos:verb	pos:verb	be left over;;remain
fAD_1	baqiy-a_1	pos:verb	pos:verb	be left over;;remain
fAD-i_1	fAD-i_1	pos:verb	pos:verb	flood;;overflow;;exceed
fAD_1	fAD-i_1	pos:verb	pos:verb	flood;;overflow;;exceed
fADiH_1	fADiH_1	pos:adj	pos:adj	scandalous;;indecent
fADiD_1	UNK	pos:adj	UNK	finishing
fADil_1	fADil_1	pos:adj	pos:adj	honorable;;eminent
fADil_1	fADil_1	pos:adj	pos:adj	eminent;;distinguished;;honorable
fADiy_1	fArig_1	pos:adj	pos:adj	empty;;not busy;;void
fADiy_1	fADiy_1	pos:adj	pos:adj	empty;;unoccupied;;free
fADiy_1	farig_1	pos:adj	pos:adj	empty;;vacant
fADiy_1	fArig_1	pos:adj	pos:adj	empty
fADiy_1	fADiy_1	pos:adj	pos:adj	empty;;unoccupied;;free
fATir_1	fATir_1	pos:adj	pos:noun	creator (God)
fATis_1	UNK	pos:adj	UNK	sunken
fATiT_1	hArib_1	pos:adj	pos:adj	fugitive;;runaway;;deserter
fATim_1	UNK	pos:adj	UNK	weaning
fATimap_1	fATimap_1	pos:noun_prop	pos:noun_prop	Fatima
fATimiy_1	fATimiy~_1	pos:adj	pos:adj	fatimid
fATimiy_1	fATimiy~_1	pos:noun	pos:noun	fatimid
fATomap_1	fATimap_1	pos:noun_prop	pos:noun_prop	Fatima
fATomiy_1	fATimiy~_1	pos:noun	pos:noun	fatimid
fATonap_1	fATimap_1	pos:noun_prop	pos:noun_prop	Fatna
fAE_1	UNK	pos:verb	UNK	spread;;diffuse of an odor
fAEiS_1	sAHiq_1	pos:adj	pos:adj	overwhelming;;crushing
fAEil_1	EAmil_2	pos:noun	pos:noun	laborer force
fAEil_1	EAmil_3	pos:noun	pos:noun	laborer force
fAEil_1	fAEil_1	pos:noun	pos:noun	activist;;agent
fAEil_1	fAEil_2	pos:adj	pos:adj	doer
fAEil_2	fAEil_2	pos:adj	pos:adj	doer
fAEil_1	fAEil_2	pos:adj	pos:adj	effective;;active
fAEil_2	fAEil_2	pos:adj	pos:adj	effective;;active
fAEil_1	fAEil_2	pos:adj	pos:adj	subject
fAEil_2	fAEil_2	pos:adj	pos:adj	subject
fAEiliy~ap_1	fAEiliy~ap_1	pos:noun	pos:noun	efficacy
UNK	fAEiliy~ap_1	UNK	pos:noun	effectiveness;;activity
fAq-u_1	>afAq_1	pos:verb	pos:verb	surpass
fAq_1	>afAq_1	pos:verb	pos:verb	surpass
fAq-u_1	>afAq_1	pos:verb	pos:verb	waken
fAq_1	>afAq_1	pos:verb	pos:verb	waken
fAq-u_1	fAq-u_1	pos:verb	pos:verb	surpass;;excel
fAq_1	fAq-u_1	pos:verb	pos:verb	surpass;;excel
fAqid_1	fAqid_1	pos:adj	pos:adj	deprived of;;bereft of
fAqid_1	yA}is_1	pos:adj	pos:adj	desperate
fAqid_1	fAqid_1	pos:adj	pos:adj	deprived of;;bereft of
fAqid_1	fAqid_1	pos:adj	pos:adj	lost
fAqir_1	UNK	pos:adj	UNK	wretched
fAqis_1	UNK	pos:adj	UNK	hatching
fAqi$_1	UNK	pos:adj	UNK	bursting
fAqiE_1	fAqiE_1	pos:adj	pos:adj	brightly colored
fAqiE_1	fAqiE_1	pos:adj	pos:adj	bright;;loud
fAqiE_1	fAqiE_1	pos:adj	pos:adj	brightly colored
fAkir_1	UNK	pos:noun	UNK	remembering
fAkir_1	muta*ak~ir_1	pos:adj	pos:adj	remembering
fAkis_1	fAkis_1	pos:noun	pos:noun	fax;;fax machine
fAkik_1	mafokuwk_1	pos:adj	pos:adj	loose;;split
fakohap_1	fAkihap_1	pos:noun	pos:noun	fruit
fAl_1	fa>ol_1	pos:noun	pos:noun	good omen;;auspicious sign
fAl_1	fa>ol_1	pos:noun	pos:noun	omen
fAl_1	naHos_1	pos:noun	pos:noun	omen
fAl_1	naHos_2	pos:noun	pos:noun	omen
fAlit_1	fAlit_1	pos:adj	pos:adj	escaped;;at large;;debauched
fAlij_1	fAlij_1	pos:noun	pos:noun	two-humped camel;;partial paralysis;;hemiplegia;;bactrian camel
fAliH_1	fAliH_1	pos:adj	pos:adj	fortunate;;successful
fAliT_1	UNK	pos:adj	UNK	_
fAliq_1	fAliq_1	pos:adj	pos:noun	dislocation;;fault
fAlil_1	mafokuwk_1	pos:adj	pos:adj	lose;;split
fAlil_1	UNK	pos:adj	UNK	lose;;split
UNK	fAliH_1	UNK	pos:adj	fortunate;;successful
UNK	EA}ilap_1	UNK	pos:noun	family
fAnuws_1	fAnuws_1	pos:noun	pos:noun	lantern;;lamp
fAnix_1	UNK	pos:adj	UNK	eraser
fAnil~ap_1	fAnil~ap_1	pos:noun	pos:noun	flannel
fAniy_1	fAniy_1	pos:adj	pos:adj	transitory;;mortal;;ephemeral;;transient
fAniy_1	UNK	pos:noun_prop	UNK	Fannie
fAniy_1	fAniy_1	pos:adj	pos:adj	transitory;;ephemeral;;mortal
UNK	UNK	UNK	UNK	vanilla
fAhiq_1	UNK	pos:adj	UNK	_
fAhim_1	fAhim_1	pos:adj	pos:noun	understanding
UNK	fAhim_1	UNK	pos:noun	understanding
fAwiD_1	fAwaD_1	pos:verb	pos:verb	negotiate with
fAwil_1	muxAlafap_1	pos:noun	pos:noun	foul
fAyodap_1	fA}idap_1	pos:noun	pos:noun	benefit;;advantage
fAyap_1	kar~_1	pos:noun	pos:noun	halyard
fAyit_1	fA}it_1	pos:adj	pos:adj	past;;expired;;elapsed;;gone by
fAyiH_1	UNK	pos:adj	UNK	fragrant
fAyid_1	mufiyd_1	pos:adj	pos:adj	beneficial;;useful
fAyid_1	fAyid_1	pos:noun_prop	pos:noun_prop	Fayed;;Fayid
fAyir_1	Daxom_1	pos:adj	pos:adj	to large
fAyir_1	nADij_1	pos:adj	pos:adj	ripe
fAyiz_1	fA}iz_1	pos:adj	pos:adj	winning;;victorious;;victor;;winner
fAyiz_1	fA}iz_1	pos:noun	pos:noun	winner;;victor
fAyiz_1	fA}iz_1	pos:adj	pos:adj	winner;;victorious;;winning
fAyiZ_1	ribA_1	pos:noun	pos:noun	interest;;usury
fAyiZ_1	fA}idap_1	pos:noun	pos:noun	overflow;;excess
fAyiZojiy_1	murAbiy_1	pos:noun	pos:noun	usurer;;charging interest
fAyiZojiy~_1	murAbiy_1	pos:adj	pos:noun	usurer
fAyiE_1	fAqiE_1	pos:adj	pos:adj	brightly colored
fAyiq_1	mufiyq_1	pos:adj	pos:adj	awake
fAyiq_1	fA}iq_1	pos:adj	pos:adj	boundless;;exceeding
fatoriynap_1	fatoriynap_1	pos:noun	pos:noun	display window
UNK	DaraT_1	UNK	pos:verb	leak air;;gas
fa_1	fa_1	pos:conj	pos:conj	and;;so
fa_1	fa_1	pos:conj	pos:conj	therefore
fa>ofa>_1	fa>ofa>_1	pos:verb	pos:verb	stammer;;stutter
UNK	fa>ofa>_1	UNK	pos:verb	stammer
faborik_1	{ixotalaq_1	pos:verb	pos:verb	invent;;devise;;fabricate
Al_0	fiborAyir_1	pos:noun_prop	pos:noun_prop	February
faborak-a_1	waDaE_1	pos:verb	pos:verb	fabricate
faborakap_1	{ixotilAq_1	pos:noun	pos:noun	invention;;fabrication
fatAp_1	fatAp_1	pos:noun	pos:noun	young woman
fatAh_1	fatAp_1	pos:noun	pos:noun	young girl
fatAkap_1	UNK	pos:noun	UNK	intellect
fatAkap_1	*akA'_1	pos:noun	pos:noun	cleverness
fatatAn_1	tafotiyt_1	pos:noun	pos:noun	partitioning;;dismemberment
fataH-a_1	bada>-a_1	pos:verb	pos:verb	start;;begin
fataH_1	bada>-a_1	pos:verb	pos:verb	start;;begin
fataH-a_1	fataH-a_1	pos:verb	pos:verb	open;;be conquered;;conquer;;be opened
fataH_1	fataH-a_1	pos:verb	pos:verb	open;;be conquered;;conquer;;be opened
fataH-a_1	fataH-a_1	pos:verb	pos:verb	turn on
fataH_1	fataH-a_1	pos:verb	pos:verb	turn on
fataHAn_1	fatoH_1	pos:noun	pos:noun	placing the vowel a (on a consonant);;achievements;;beginning;;opening;;conquests
fata$_1	UNK	pos:verb	UNK	search;;inspect
fata$An_1	<ibAnap_1	pos:noun	pos:noun	exposition;;illustration
fataq-u_1	fataq-u_1	pos:verb	pos:verb	tear;;rend
fataq_1	fataq-u_1	pos:verb	pos:verb	tear;;rend
fataq-u_1	fat~aq_1	pos:verb	pos:verb	rip open
fataq_1	fat~aq_1	pos:verb	pos:verb	rip open
fatak-u_1	fatak-u_1	pos:verb	pos:verb	destroy;;annihilate
fatak_1	fatak-u_1	pos:verb	pos:verb	destroy;;annihilate
fatak-u_1	fatak-u_1	pos:verb	pos:verb	wreak destruction
fatak_1	fatak-u_1	pos:verb	pos:verb	wreak destruction
fatakAn_1	fatok_1	pos:noun	pos:noun	destruction;;annihilation
fatal-i_1	fat~al_1	pos:verb	pos:verb	twist together;;entwine
fatal_1	fat~al_1	pos:verb	pos:verb	twist together;;entwine
fatalAn_1	UNK	pos:noun	UNK	spinning
fatan-i_1	fatan-i_1	pos:verb	pos:verb	charm;;enchant
fatan_1	fatan-i_1	pos:verb	pos:verb	charm;;enchant
fatan-i_1	fatan-i_1	pos:verb	pos:verb	entice;;torment;;be infatuated
fatan_1	fatan-i_1	pos:verb	pos:verb	entice;;torment;;be infatuated
fataY_1	fataY_1	pos:noun	pos:noun	youth;;young man
fataY_1	>afotaY_1	pos:verb	pos:verb	deliver a fatwa (legal opinion);;opine;;be debated legally
fataY_1	>afotaY_1	pos:verb	pos:verb	give an advisory opinion
fataY_1	>afotaY_1	pos:verb	pos:verb	issue a legal opinion
fatuwl_1	fuwTap_1	pos:noun	pos:noun	tampon
fatiynap_1	UNK	pos:noun_prop	UNK	Fatina
fat~-u_1	varad-u_1	pos:verb	pos:verb	make porridge
fat~_1	varad-u_1	pos:verb	pos:verb	make porridge
fat~-u_1	fat~-u_1	pos:verb	pos:verb	weaken;;enervate
fat~_1	fat~-u_1	pos:verb	pos:verb	weaken;;enervate
fat~At_1	>akuwl_1	pos:adj	pos:adj	eater
fat~At_1	UNK	pos:adj	UNK	eater
fat~AH_1	fat~AH_1	pos:adj	pos:adj	opener;;facilitator
fat~AH_1	fat~AH_1	pos:noun	pos:noun	opener;;conqueror
fat~AH_1	fat~AH_2	pos:noun_prop	pos:noun_prop	Fattah
fat~AH_2	fat~AH_2	pos:noun_prop	pos:noun_prop	Fattah
fat~AHap_1	fat~AHap_1	pos:noun	pos:noun	opener
fat~AHap_1	fat~AHap_1	pos:noun	pos:noun	opener for bottles
fat~An_1	fat~An_2	pos:adj	pos:noun	agitator
fat~An_1	fat~An_1	pos:adj	pos:noun	enchanting
fat~An_1	fat~An_1	pos:adj	pos:noun	tattler
fat~An_1	fat~An_2	pos:adj	pos:noun	tattler
fat~ap_1	UNK	pos:noun	UNK	porridge
fat~aH_1	UNK	pos:verb	UNK	open
fat~aq_1	{ifotaD~_1	pos:verb	pos:verb	deflower a virgin
fat~aq_1	fat~aq_1	pos:verb	pos:verb	tear;;rend
fat~uwnap_1	UNK	pos:noun_prop	UNK	Fattona
fat~it_1	fat~at_1	pos:verb	pos:verb	break
fat~i$_1	fat~a$_1	pos:verb	pos:verb	search;;inspect
fat~il_1	fat~al_1	pos:verb	pos:verb	spin
fat~il_1	fat~al_1	pos:verb	pos:verb	twist
fat~in_1	fatan-i_1	pos:verb	pos:verb	make someone blab
fat~in_1	UNK	pos:verb	UNK	tell tales;;tattle
fatoH_1	fatoH_1	pos:noun	pos:noun	placing the vowel a (on a consonant);;achievements;;beginning;;opening;;conquests
fatoHap_1	fatoHap_1	pos:noun	pos:noun	aperture
fatoHap_1	fatoHap_2	pos:noun	pos:noun	aperture
fatoHap_2	fatoHap_1	pos:noun	pos:noun	aperture
fatoHap_2	fatoHap_2	pos:noun	pos:noun	aperture
fatoHap_1	fatoHap_1	pos:noun	pos:noun	porthole;;opening
fatoHap_2	fatoHap_1	pos:noun	pos:noun	porthole;;opening
fatoHiy~ap_1	UNK	pos:noun_prop	UNK	Fathia
fatorap_1	fatorap_1	pos:noun	pos:noun	interval;;time period;;phase
fato$_1	ka$of_1	pos:noun	pos:noun	examination;;revelation;;report;;disclosure
fatofatap_1	tafotiyt_1	pos:noun	pos:noun	partitioning;;dismemberment
fatofuwtap_1	fatofuwtap_1	pos:noun	pos:noun	morsel;;crumb
fatofuwtap_1	futAt_1	pos:noun	pos:noun	tiny piece;;crumb
fatofit_1	fat~at_1	pos:verb	pos:verb	crumble
fatoq_1	fatoq_1	pos:noun	pos:noun	rip;;tear
fatoq_2	fatoq_1	pos:noun	pos:noun	rip;;tear
fatoq_1	fatoq_1	pos:noun	pos:noun	rip;;tear
fatoq_2	fatoq_1	pos:noun	pos:noun	rip;;tear
fatoqap_1	fitAq_1	pos:noun	pos:noun	hernia
fatok_1	fatok_1	pos:noun	pos:noun	destruction;;annihilation
fatol_1	UNK	pos:noun	UNK	spinning
fatolap_1	xayoT_1	pos:noun	pos:noun	thread;;piece of thread
fatolap_2	xayoT_1	pos:noun	pos:noun	thread;;piece of thread
fatolap_1	fatolap_1	pos:noun	pos:noun	twisting;;entwining
fatolap_1	fatolap_2	pos:noun	pos:noun	twisting;;entwining
fatolap_2	fatolap_1	pos:noun	pos:noun	twisting;;entwining
fatolap_2	fatolap_2	pos:noun	pos:noun	twisting;;entwining
faton_1	fitonap_1	pos:noun	pos:noun	sedition;;dissension;;discord
fatowanap_1	UNK	pos:noun	UNK	_
fatowanap_1	futuw~ap_1	pos:noun	pos:noun	chivalry
fatowaY_1	fatowaY_1	pos:noun	pos:noun	legal opinion;;fatwa
fatowaY_1	fatowaY_1	pos:noun	pos:noun	legal opinion
faj>ap_1	fajo>ap_1	pos:noun	pos:noun	suddenly
faj>ap_1	fajo>ap_1	pos:noun	pos:noun	suddenly
fajAEap_1	$arah_1	pos:noun	pos:noun	greed;;gluttony
fajAEap_1	fajAEap_1	pos:noun	pos:noun	gluttony
fajAEap_1	UNK	pos:noun	UNK	greed
fajajAn_1	{it~isAE_1	pos:noun	pos:noun	expansion;;extension
fajar-u_1	fajar-u_1	pos:verb	pos:verb	blow up;;detonate;;explode
fajar_1	fajar-u_1	pos:verb	pos:verb	blow up;;detonate;;explode
fajar-u_1	faj~ar_1	pos:verb	pos:verb	blow up;;detonate;;explode
fajar_1	faj~ar_1	pos:verb	pos:verb	blow up;;detonate;;explode
fajar-u_1	faj~ar_1	pos:verb	pos:verb	overstep
fajar_1	faj~ar_1	pos:verb	pos:verb	overstep
fajaE-a_1	fajaE-a_1	pos:verb	pos:verb	afflict
fajaE_1	fajaE-a_1	pos:verb	pos:verb	afflict
fajaE-a_1	fajaE-a_1	pos:verb	pos:verb	arouse greed
fajaE_1	fajaE-a_1	pos:verb	pos:verb	arouse greed
fajaE-a_1	fajaE-a_1	pos:verb	pos:verb	torment;;distress
fajaE_1	fajaE-a_1	pos:verb	pos:verb	torment;;distress
fajaEAn_1	biTonap_1	pos:noun	pos:noun	gluttony
