CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	English-Equivalent
gaT~As_1	gaT~As_2	pos:noun	pos:noun	baptism
gaT~As_2	gaT~As_2	pos:noun	pos:noun	baptism
gaT~As_1	gaT~As_2	pos:noun	pos:noun	diver
gaT~As_2	gaT~As_2	pos:noun	pos:noun	diver
gaT~As_1	giTAs_1	pos:noun	pos:noun	baptism
gaT~As_2	giTAs_1	pos:noun	pos:noun	baptism
gaT~As_1	gaT~As_1	pos:noun_prop	pos:noun_prop	Ghatas;;Ghattas
UNK	gar~az_1	UNK	pos:verb	plunge
UNK	UNK	UNK	UNK	fall fast asleep
UNK	UNK	UNK	UNK	immerse
gaT~as_1	gAb-i_1	pos:verb	pos:verb	stay away
gaT~as_1	gaT~as_1	pos:verb	pos:verb	submerge;;dive
gaT~as_1	gaT~as_1	pos:verb	pos:verb	submerse;;immerse
gaT~as_1	UNK	pos:verb	UNK	submerge
gaT~aY_1	Ham~aY_1	pos:verb	pos:verb	give protection
gaT~aY_1	sat~ar_1	pos:verb	pos:verb	give cover
gaT~aY_1	gaT~aY_1	pos:verb	pos:verb	cover;;be covered;;be concealed;;conceal
gaTorasap_1	gaTorasap_1	pos:noun	pos:noun	arrogance;;insolence
gaTorasap_1	gaTorasap_1	pos:noun	pos:noun	arrogance
gaTos_1	gaTos_1	pos:noun	pos:noun	diving;;submersion
gaTosAn_1	gaTosAn_1	pos:adj	pos:adj	immersed;;submerged
gaTosAn_1	magomuwr_1	pos:adj	pos:adj	covered;;submerged
gaTosAn_1	muxotabi}_1	pos:adj	pos:noun	hidden;;concealed
gaTosap_1	UNK	pos:noun	UNK	plunge
gaTosap_1	UNK	pos:noun	UNK	a dive
gafar_1	UNK	pos:verb	UNK	guard;;watch over
gafar_1	gafar_1	pos:verb	pos:verb	forgive
gafar_1	UNK	pos:verb	UNK	forgive;;pardon
gafar_1	gafar_1	pos:verb	pos:verb	forgive;;pardon
gafar_1	sAmaH_1	pos:verb	pos:verb	forgive;;pardon
gafar_1	gaf~ar_1	pos:verb	pos:verb	guard;;watch
gafalAn_1	gafolap_1	pos:noun	pos:noun	negligence;;inattention
UNK	nuEAs_1	UNK	pos:noun	sleepiness;;lethargy
gafiyr_1	HAris_1	pos:noun	pos:noun	goal-keeper;;vigilant;;guard;;guardians;;sentry;;keeper
gafiyr_1	xafiyr_1	pos:noun	pos:noun	watchman
gaf~_1	xadaE-a_1	pos:verb	pos:verb	take in;;trick
gaf~_1	gaf~_1	pos:verb	pos:verb	seize;;grasp
gaf~aq_1	ra$~-u_1	pos:verb	pos:verb	spray;;splatter
UNK	jaS~aS_1	UNK	pos:verb	spread
gaf~il_1	xadaE-a_1	pos:verb	pos:verb	fool
gaf~il_1	gaf~al_1	pos:verb	pos:verb	close in drowsiness;;of the eye
gaf~il_1	gaf~al_1	pos:verb	pos:verb	drowse
gaf~il_1	naE~as_1	pos:verb	pos:verb	drowse;;nod off
gaforap_1	guforap_1	pos:noun	pos:noun	cover;;lid
gafolAn_1	gafolAn_1	pos:adj	pos:adj	negligent
gafolAn_1	baliyd_1	pos:adj	pos:noun	dull;;oblivious
gafolAn_1	kasuwl_1	pos:adj	pos:noun	dull;;oblivious
gafolap_1	gafolap_1	pos:noun	pos:noun	negligence;;inattention
gafolap_1	gafowap_1	pos:noun	pos:noun	short sleep
gafolap_1	gafolap_1	pos:noun	pos:noun	negligence;;inattention
gafolap_1	gafolap_1	pos:noun	pos:noun	unawareness
gafolap_1	nisoyAn_1	pos:noun	pos:noun	obliviousness
gafowap_1	gafowap_1	pos:noun	pos:noun	siesta;;nap;;sleepiness
gafowap_1	gafowap_1	pos:noun	pos:noun	a short sleep
galA_1	galA'_1	pos:noun	pos:noun	expensiveness
galA_1	galA'_1	pos:noun	pos:noun	high cost;;rising cost
galA-u_1	galA-u_1	pos:verb	pos:verb	exceed;;overdo;;rise;;be expensive;;be exceeded;;be overdone
galA_1	galA-u_1	pos:verb	pos:verb	exceed;;overdo;;rise;;be expensive;;be exceeded;;be overdone
galA'_1	galA'_1	pos:noun	pos:noun	expensiveness
galAsap_1	UNK	pos:noun	UNK	irritation
galAsap_1	tabal~ud_1	pos:noun	pos:noun	insensitivity;;crassness
galAsap_1	saxAfap_1	pos:noun	pos:noun	obnoxiousness
galAZap_1	giloZap_1	pos:noun	pos:noun	thickness;;coarseness
galAZap_1	samAkap_1	pos:noun	pos:noun	thickness
galAZap_1	gilaZ_1	pos:noun	pos:noun	thickness;;heaviness
galAZap_1	faZAZap_1	pos:noun	pos:noun	coarseness;;crassness
galAwap_1	UNK	pos:noun	UNK	intimacy
galAwap_1	maEaz~ap_1	pos:noun	pos:noun	dearness;;preciousness
UNK	gal~Ayap_1	UNK	pos:noun	division
UNK	gal~Ayap_1	UNK	pos:noun	galley
UNK	gal~Ayap_1	UNK	pos:noun	pot for boiling;;kettle
galab-i_1	galab-i_1	pos:verb	pos:verb	defeat;;overcome
galab_1	galab-i_1	pos:verb	pos:verb	defeat;;overcome
galabAn_1	mugAlabap_1	pos:noun	pos:noun	strife;;struggle
galabAwiy_1	UNK	pos:adj	UNK	talkative
galabAwiy_1	fuDuwliy~_1	pos:adj	pos:adj	fussily interfering;;overbearing nosey
UNK	fuDuwliy~_1	UNK	pos:adj	fussy interfering;;overbearing nosiness
galabap_1	Daj~ap_1	pos:noun	pos:noun	bother
galabap_1	<izoEAj_1	pos:noun	pos:noun	inconvenience
galabap_1	varovarap_1	pos:noun	pos:noun	idle chatter;;prattle
galabap_1	mu$okilap_1	pos:noun	pos:noun	trouble
UNK	UNK	UNK	UNK	weeds
UNK	UNK	UNK	UNK	impurities
galatAyap_1	$A}ibap_1	pos:noun	pos:noun	an impurity
galatAyap_1	Eu$ob_1	pos:noun	pos:noun	a weed
galatap_1	$A}ibap_1	pos:noun	pos:noun	an impurity
galatap_1	Eu$ob_1	pos:noun	pos:noun	a weed
UNK	UNK	UNK	UNK	impurities
UNK	UNK	UNK	UNK	weeds
UNK	$A}ibap_1	UNK	pos:noun	an impurity
galaT_1	galaT_1	pos:adj	pos:adj	incorrectly
galaT_1	galaT_1	pos:adj	pos:adj	mistaken;;wrong;;incorrect
galaT_1	galaT_1	pos:noun	pos:noun	mistakes;;error;;blunder
galaT_1	xaTa>_1	pos:noun	pos:noun	error;;mistake
galaT_1	galaT_1	pos:noun	pos:noun	mistakes;;error;;blunder
galafap_1	qulofap_1	pos:noun	pos:noun	foreskin;;prepuce
UNK	>axoraq_2	UNK	pos:adj	oaf;;twit
galaq_1	galaq_1	pos:noun	pos:noun	bolt;;lock;;padlock
galaq_1	galaq_1	pos:noun	pos:noun	small palm basket
galaq_1	galoq_1	pos:noun	pos:noun	closing;;locking
galaq_1	quf~ap_1	pos:noun	pos:noun	basket
galayAn_1	galayAn_1	pos:noun	pos:noun	boiling
UNK	UNK	UNK	UNK	a boiling
UNK	$aw~a$_1	UNK	pos:verb	disturb;;trouble;;bother
galiyZ_1	samiyk_1	pos:adj	pos:noun	thick;;heavy
galiyZ_1	vaqiyl_1	pos:adj	pos:adj	thick;;heavy
galiyZ_1	galiyZ_1	pos:adj	pos:adj	deep;;bass;;of sound
galiyZ_1	galiyZ_1	pos:adj	pos:adj	thick;;viscous;;coarse
galiyl_1	galiyl_1	pos:noun	pos:noun	passion;;rancor
galiyl_1	Dagiynap_1	pos:noun	pos:noun	malice;;ill wish;;rancor
UNK	galoyuwn_1	UNK	pos:noun	tobacco pipe
galiy~ap_1	UNK	pos:noun	UNK	laundry that is boiled
galiy~ap_1	galayAn_1	pos:noun	pos:noun	boiling
gal~-i_1	>avomar_1	pos:verb	pos:verb	yield
gal~-i_1	gal~-i_1	pos:verb	pos:verb	yield
gal~-u_1	>avomar_1	pos:verb	pos:verb	yield
gal~-u_1	gal~-i_1	pos:verb	pos:verb	yield
gal~_1	>avomar_1	pos:verb	pos:verb	yield
gal~_1	gal~-i_1	pos:verb	pos:verb	yield
gal~-i_1	gal~-i_1	pos:verb	pos:verb	yield;;produce
gal~-u_1	gal~-i_1	pos:verb	pos:verb	yield;;produce
gal~_1	gal~-i_1	pos:verb	pos:verb	yield;;produce
gal~-i_1	UNK	pos:verb	UNK	anger;;annoy;;irritate
gal~-u_1	UNK	pos:verb	UNK	anger;;annoy;;irritate
gal~_1	UNK	pos:verb	UNK	anger;;annoy;;irritate
gal~Ab_1	sAHiq_1	pos:adj	pos:adj	all-powerful;;overwhelming
gal~Ab_1	gal~Ab_1	pos:adj	pos:noun	victorious
gal~AT_1	UNK	pos:adj	UNK	foul-mouthed;;rude
gal~AT_1	faZ~_1	pos:adj	pos:adj	foul-mouthed;;rude
gal~Aq_1	UNK	pos:noun	UNK	closure
gal~Aq_1	qufol_1	pos:noun	pos:noun	bolt;;latch;;lock
gal~Ayap_1	gal~Ayap_1	pos:noun	pos:noun	kettle;;boiler
gal~ap_1	gal~ap_1	pos:noun	pos:noun	wheat
gal~ap_1	gal~ap_1	pos:noun	pos:noun	yield;;crops;;of a grain crop;;produce
UNK	UNK	UNK	UNK	weed
UNK	UNK	UNK	UNK	make weedy
UNK	{iEo$awo$ab_1	UNK	pos:verb	become full of weeds
gal~aT_1	UNK	pos:verb	UNK	attribute error to;;accuse of being in the wrong
gal~aT_1	UNK	pos:verb	UNK	cause to make a mistake;;confuse
gal~af_1	gal~af_1	pos:verb	pos:verb	wrap;;encase
gal~aq_1	UNK	pos:verb	UNK	become hoarse
gal~aq_1	UNK	pos:verb	UNK	finish all one's supplies ell out
gal~aq_1	UNK	pos:verb	UNK	shut;;close
gal~aY_1	gal~aY_1	pos:verb	pos:verb	boil;;be boiled
gal~aY_1	gal~aY_1	pos:verb	pos:verb	raise;;prices;;push up
gal~ib_1	UNK	pos:verb	UNK	give greater weight to;;consider preponderant
gal~ib_1	UNK	pos:verb	UNK	inconvenience
gal~ib_1	DAyaq_1	pos:verb	pos:verb	give trouble to
gal~it_1	{iEo$awo$ab_1	pos:verb	pos:verb	be covered with vegetation
gal~is_1	tabal~ad_1	pos:verb	pos:verb	behave insensitively;;crassly
gal~is_1	DAyaq_1	pos:verb	pos:verb	behave obnoxiously;;irritatingly
gal~if_1	gal~af_1	pos:verb	pos:verb	wrap;;envelope;;cover
galobAn_1	bA}is_1	pos:adj	pos:adj	poor soul;;unfortunate wretch
galobAn_1	bA}is_1	pos:adj	pos:adj	wretched;;miserable
galobAn_1	faqiyr_1	pos:adj	pos:adj	poor man;;pauper
galobAn_1	faqiyr_1	pos:adj	pos:adj	poor;;needy
galobAn_1	muHotAj_1	pos:adj	pos:adj	poor;;needy
galobAn_1	UNK	pos:noun	UNK	poor fellow
galobAn_1	misokiyn_1	pos:adj	pos:noun	pitiable;;wretched
galobAn_1	UNK	pos:noun	UNK	philanthropist
UNK	Eu$ob_1	UNK	pos:noun	a weed
galoTAn_1	galoTAn_1	pos:adj	pos:adj	wrong;;erring
galoTAn_1	muxoTi}_1	pos:adj	pos:adj	mistaken;;at fault
galoTap_1	xaTa>_1	pos:noun	pos:noun	mistake;;error
galoTap_1	UNK	pos:noun	UNK	error;;blunder
galoTap_1	galoTap_1	pos:noun	pos:noun	error;;blunder
galoZAn_1	galiyZ_1	pos:adj	pos:adj	thick;;viscous;;coarse
galowap_1	UNK	pos:noun	UNK	furlongs
galowap_1	galayAn_1	pos:noun	pos:noun	a boiling
galowa$ap_1	UNK	pos:noun	UNK	noise
galowi$_1	>aboham_1	pos:verb	pos:verb	fuzzy;;become muffled
galoyuwn_1	galoyuwn_2	pos:noun	pos:noun	galleon
galoyuwn_2	galoyuwn_2	pos:noun	pos:noun	galleon
galoyuwn_1	galoyuwn_1	pos:noun	pos:noun	tobacco pipe
galoyuwn_2	galoyuwn_1	pos:noun	pos:noun	tobacco pipe
gamAm_1	UNK	pos:noun	UNK	clouds
gamAmap_1	gayomap_1	pos:noun	pos:noun	a cloud
gamAmap_1	gimAmap_1	pos:noun	pos:noun	blindfold
gamar-u_2	gamar-u_2	pos:verb	pos:verb	immerse;;flood
gamar_1	gamar-u_2	pos:verb	pos:verb	immerse;;flood
gamar-u_2	UNK	pos:verb	UNK	flood
gamar_1	UNK	pos:verb	UNK	flood
gamar-u_2	UNK	pos:verb	UNK	overwhelm
gamar_1	UNK	pos:verb	UNK	overwhelm
gamar-u_2	naqaE-a_1	pos:verb	pos:verb	steep
gamar-u_2	naqaE-a_2	pos:verb	pos:verb	steep
gamar_1	naqaE-a_1	pos:verb	pos:verb	steep
gamar_1	naqaE-a_2	pos:verb	pos:verb	steep
gamarAn_1	UNK	pos:noun	UNK	immersion
gamaz-i_1	gamaz-i_1	pos:verb	pos:verb	signal;;blink
gamaz_1	gamaz-i_1	pos:verb	pos:verb	signal;;blink
gamas-i_1	gamas-i_1	pos:verb	pos:verb	immerse;;plunge
gamas_1	gamas-i_1	pos:verb	pos:verb	immerse;;plunge
gamas-i_1	gam~as_1	pos:verb	pos:verb	immerse;;plunge
gamas_1	gam~as_1	pos:verb	pos:verb	immerse;;plunge
gamaD_1	>agomaD_1	pos:verb	pos:verb	close of the eyes
gamaDAn_1	UNK	pos:noun	UNK	blinking
gamaqAn_1	UNK	pos:noun	UNK	darkening
gamamAn_1	gam~_1	pos:noun	pos:noun	affliction;;distress
gam~-u_1	gam~-u_1	pos:verb	pos:verb	cover up;;hide;;be incomprehensible;;be obscure
gam~_1	gam~-u_1	pos:verb	pos:verb	cover up;;hide;;be incomprehensible;;be obscure
gam~-u_1	gam~-u_1	pos:verb	pos:verb	depress;;make gloomy
gam~_1	gam~-u_1	pos:verb	pos:verb	depress;;make gloomy
gam~-u_1	gam~-u_1	pos:verb	pos:verb	revolt sicken
gam~_1	gam~-u_1	pos:verb	pos:verb	revolt sicken
UNK	UNK	UNK	UNK	blinker;;light
gam~Az_1	gam~Az_1	pos:noun	pos:noun	fishing float
gam~Az_1	gam~Az_1	pos:noun	pos:noun	floater;;buoy
gam~Azap_1	gam~Azap_1	pos:noun	pos:noun	dimple
gam~Azap_1	gam~Azap_1	pos:noun	pos:noun	key of an instrument
gam~ap_1	gum~ap_1	pos:noun	pos:noun	anxiety;;sorrow
gam~ar_1	UNK	pos:verb	UNK	flood;;inundate
gam~ar_1	UNK	pos:verb	UNK	pile
UNK	UNK	UNK	UNK	nudge repeatedly
gam~as_1	UNK	pos:verb	UNK	eat
gam~aD_1	>agomaD_1	pos:verb	pos:verb	blindfold
gam~aD_1	>agomaD_1	pos:verb	pos:verb	close of the eyes
gam~aD_1	gam~aD_1	pos:verb	pos:verb	make obscure;;make abstruse
gam~aq_1	UNK	pos:verb	UNK	turn dark;;dark
gam~aq_1	UNK	pos:verb	UNK	turn dark;;dark
gam~aY_1	UNK	pos:verb	UNK	faint
gam~aY_1	EaSab-i_1	pos:verb	pos:verb	faint
gam~aY_1	UNK	pos:verb	UNK	faint
gam~aY_1	gam~aY_1	pos:verb	pos:verb	blindfold;;blinker;;be blindfolded
gam~iz_1	UNK	pos:verb	UNK	nudge
gam~iz_1	UNK	pos:verb	UNK	wink
gam~is_1	gaT~as_1	pos:verb	pos:verb	dip
gamor_1	gamor_1	pos:noun	pos:noun	flooding;;bunglers
gamozap_1	gamozap_1	pos:noun	pos:noun	sign;;signal
gamozap_2	gamozap_1	pos:noun	pos:noun	sign;;signal
gamos_1	gamos_1	pos:noun	pos:noun	immersion;;plunging
gamoD_1	UNK	pos:noun	UNK	blinking
gamoDAn_1	mugomaD_1	pos:adj	pos:adj	closed
gamoqAn_1	gAmiq_1	pos:adj	pos:adj	dark color;;deep color;;boldface (font)
UNK	UNK	UNK	UNK	rib of a stem
ganaj_1	gan~aj_1	pos:verb	pos:verb	coquet
UNK	UNK	UNK	UNK	coquet
ganam_1	ganam_1	pos:noun	pos:noun	sheep
ganam_1	$Ap_1	pos:noun	pos:noun	a sheep
ganam_1	$Ap_1	pos:noun	pos:noun	a sheep
ganaY_1	>agonaY_1	pos:verb	pos:verb	be enriched;;satisfy;;enrich;;be satisfied
ganayAn_1	ginaY_1	pos:noun	pos:noun	wealth
ganiy_1	variy~_1	pos:adj	pos:adj	wealthy;;rich
ganiy_1	ganiy~_1	pos:adj	pos:adj	rich;;wealthy
ganiy_1	ganiy~_1	pos:adj	pos:adj	self sufficient
ganiymap_1	ganiymap_1	pos:noun	pos:noun	spoils;;booty
gan~-a_1	gan~-a_1	pos:verb	pos:verb	speak through the nose
gan~_1	gan~-a_1	pos:verb	pos:verb	speak through the nose
gan~Ajap_1	UNK	pos:adj	UNK	coquet
gan~Am_1	gan~Am_1	pos:noun	pos:noun	sheep and goatherd
gan~Am_1	gan~Am_1	pos:noun	pos:noun	shepherd
UNK	UNK	UNK	UNK	nasalize
gan~aY_1	>agonaY_1	pos:verb	pos:verb	make wealthy
gan~aY_1	gan~aY_1	pos:verb	pos:verb	be sung;;sing
gan~uwj_1	gan~uwj_1	pos:noun	pos:noun	egg plants salad
gan~im_1	gan~am_1	pos:verb	pos:verb	cause to gain
ganoj_1	gunoj_1	pos:noun	pos:noun	flirting;;coquettish behavior
ganojuw_1	$arak_1	pos:noun	pos:noun	hook
ganojuw_1	UNK	pos:noun	UNK	hook
ganodar_1	tazay~an_1	pos:verb	pos:verb	adorn;;make fancy
ganodarap_1	ganodarap_1	pos:noun	pos:noun	affectation
UNK	UNK	UNK	UNK	dandy;;fop
UNK	gunodur_1	UNK	pos:noun	dandy;;fop
ganoduwr_1	ganoduwr_1	pos:noun	pos:noun	handsome men;;dandy;;handsome man
UNK	UNK	UNK	UNK	coquette
ganoduwrap_1	ganoduwrap_1	pos:noun	pos:noun	pretty woman
gawarAn_1	UNK	pos:noun	UNK	injustice
gawaSAn_1	gawoS_1	pos:noun	pos:noun	dive;;diving;;deep
gawaTAn_1	taEam~uq_1	pos:noun	pos:noun	profundity;;delving into
gawaY-i_1	gaw~aY_1	pos:verb	pos:verb	become keen on
gawaY_1	gaw~aY_1	pos:verb	pos:verb	become keen on
gawaY-i_1	gaw~aY_1	pos:verb	pos:verb	tempt;;lure
gawaY_1	gaw~aY_1	pos:verb	pos:verb	tempt;;lure
gawayAn_1	UNK	pos:noun	UNK	seduction
gawiyT_1	xabiyv_1	pos:adj	pos:adj	crafty and secretive
gawiyT_1	Eamiyq_1	pos:adj	pos:adj	profound;;deep
gawiyT_1	gawiyT_1	pos:adj	pos:noun	deep
gaw~AS_1	gaw~AS_1	pos:noun	pos:noun	diver
gaw~ASap_1	gaw~ASap_1	pos:noun	pos:noun	submarine
gaw~aT_1	UNK	pos:verb	UNK	make deeper;;deepen
gaw~aT_1	Eam~aq_1	pos:verb	pos:verb	become deep;;deepen
gaw~aT_1	gaw~aT_1	pos:verb	pos:verb	deepen
UNK	{inota$ar_1	UNK	pos:verb	extend spread
UNK	tagalogal_1	UNK	pos:verb	make inroads
gaw~aY_1	gaw~aY_1	pos:verb	pos:verb	be mislead;;seduce;;mislead;;seduced;;be seduced
gaw~il_1	UNK	pos:verb	UNK	inflates
gaws_1	gawov_1	pos:noun	pos:noun	aid;;succor
UNK	gayom_1	UNK	pos:noun	cloudiness
gayAmap_1	gayomap_1	pos:noun	pos:noun	a cloud
gaybap_1	giybap_1	pos:noun	pos:noun	backbiting
gaybuwbap_1	gayobuwbap_1	pos:noun	pos:noun	unconsciousness;;trance;;coma
gaybuwbap_1	gayobuwbap_1	pos:noun	pos:noun	unconsciousness
gayrAn_1	gayorAn_1	pos:adj	pos:adj	jealous
gayn_1	gayon_1	pos:noun	pos:noun	ghayn (Arabic letter)
gayabAn_1	gayobap_1	pos:noun	pos:noun	absence
gayavAn_1	gayov_1	pos:noun	pos:noun	rain
gayarAn_1	gayorap_1	pos:noun	pos:noun	jealousy;;zeal
gayaZAn_1	gayoZ_1	pos:noun	pos:noun	anger;;wrath
gayuwr_1	gayuwr_1	pos:adj	pos:adj	enthusiastic;;fervent;;passionate;;zealous;;jealous
gay~_1	gay~_1	pos:noun	pos:noun	transgression;;offense
gay~Ar_1	gayuwr_1	pos:adj	pos:adj	jealous
gay~Ar_1	UNK	pos:adj	UNK	ticklish
gay~ap_1	hiwAyap_1	pos:noun	pos:noun	hobby
gay~ar_1	gay~ar_1	pos:verb	pos:verb	replace;;change;;modify;;alter
gay~uwr_1	gayuwr_1	pos:adj	pos:adj	enthusiastic;;fervent;;passionate;;zealous;;jealous
gay~ib_1	gay~ab_1	pos:verb	pos:verb	absent oneself for a long time
gay~ib_1	gay~ab_1	pos:verb	pos:verb	record as absent
gay~im_1	gay~am_1	pos:verb	pos:verb	cloud over;;become cloudy
gayor_1	gayor_1	pos:noun	pos:noun	not;;other
UNK	UNK	UNK	UNK	except
UNK	UNK	UNK	UNK	without
gayorAn_1	gayorAn_1	pos:adj	pos:adj	jealous
gayoT_1	Haqol_1	pos:noun	pos:noun	field
gayoT_1	gayoT_1	pos:noun	pos:noun	field
gayoZ_1	gayoZ_1	pos:noun	pos:noun	anger;;wrath
gayoZ_1	gayoZ_1	pos:noun	pos:noun	irritation;;annoyance;;frustration
gayoZ_1	gayoZ_1	pos:noun	pos:noun	anger;;wrath
gayomap_1	gayomap_1	pos:noun	pos:noun	a cloud
gayomap_1	gayomap_1	pos:noun	pos:noun	cloud
gubAr_1	gubAr_1	pos:noun	pos:noun	dust
gubAr_1	gubAr_1	pos:noun	pos:noun	fine dust
gubArap_1	gubAr_1	pos:noun	pos:noun	speck of dust
gud~ap_1	gud~ap_1	pos:noun	pos:noun	gland
gudofap_1	gudofap_1	pos:noun	pos:noun	head cloth;;kerchief
gudofap_1	gudofap_1	pos:noun	pos:noun	tight fitting head dress
gurAb_1	gurAb_1	pos:noun	pos:noun	crow
guray~ibap_1	gariybap_1	pos:noun	pos:noun	oddity
UNK	{ixotafaY_1	UNK	pos:verb	go away;;disappear
UNK	gar~ab_1	UNK	pos:verb	go away;;disappear
guruwb_1	guruwb_1	pos:noun	pos:noun	setting
guruwr_1	guruwr_1	pos:noun	pos:noun	deception;;delusion
guruwr_1	guruwr_1	pos:noun	pos:noun	vanity;;conceit
gur~ap_1	gur~ap_1	pos:noun	pos:noun	beginning
gur~ap_1	gur~ap_1	pos:noun	pos:noun	blaze on a horse's forehead
gur~ap_1	gur~ap_1	pos:noun	pos:noun	first day of a lunar month
gurobAl_1	girobAl_1	pos:noun	pos:noun	large sieve;;riddle
gurobap_1	gurobap_1	pos:noun	pos:noun	exile
gurobap_1	gurobap_1	pos:noun	pos:noun	foreignness
gurozap_1	UNK	pos:noun	UNK	cabaret
gurozap_1	UNK	pos:noun	UNK	stitch
gurofap_1	gurofap_1	pos:noun	pos:noun	chamber;;room
gurofap_1	gurofap_1	pos:noun	pos:noun	rom
guzolAniy_1	UNK	pos:adj	UNK	gazelle like
gusol_1	gusol_1	pos:noun	pos:noun	washing;;ablution
gusol_1	gusol_1	pos:noun	pos:noun	ritual bathing
UNK	sa*Ajap_1	UNK	pos:noun	naivety
gu$uwmiy~ap_1	ga$om_1	pos:noun	pos:noun	oppression;;repression
guS~ap_1	guS~ap_1	pos:noun	pos:noun	agony;;suffocation;;choking
guSon_1	guSon_1	pos:noun	pos:noun	branch;;limb
guDuwbap_1	gaDab_1	pos:noun	pos:noun	anger;;wrath;;angrily;;in anger
guTos_1	gaTos_1	pos:noun	pos:noun	a quick swim;;dip
guTos_1	UNK	pos:noun	UNK	pitch black
guforAn_1	guforAn_1	pos:noun	pos:noun	forgiveness;;atonement
gulAf_1	gilAf_1	pos:noun	pos:noun	cover;;wrapper;;casing
gulob_1	UNK	pos:noun	UNK	suffering
gulob_1	<izoEAj_1	pos:noun	pos:noun	inconvenience
gulob_1	muEAnAp_1	pos:noun	pos:noun	hardship
gumaY_1	UNK	pos:noun	UNK	fainting
gumuqiy~ap_1	sawAd_1	pos:noun	pos:noun	blackness
gumuws_1	UNK	pos:noun	UNK	eating of food
gumuws_1	UNK	pos:noun	UNK	food eaten
gumuwD_1	gumuwD_1	pos:noun	pos:noun	vagueness;;obscurity;;lack of clarity
UNK	UNK	UNK	UNK	fainted
gum~ayDiy_1	UNK	pos:adj	UNK	haphazardly
UNK	UNK	UNK	UNK	blindly
gumor_1	kuwx_1	pos:noun	pos:noun	hock;;clover
gumoqiy~ap_1	sawAd_1	pos:noun	pos:noun	blackness
gunA_1	ginA'_1	pos:noun	pos:noun	singing
gunA_1	ginA'_1	pos:noun	pos:noun	singing
gunajiy~ap_1	UNK	pos:adj	UNK	coquet
gun~ap_1	gun~ap_1	pos:noun	pos:noun	nasal twang
gun~ap_1	gun~ap_1	pos:noun	pos:noun	a nasalized sound
UNK	gawov_1	UNK	pos:noun	aid;;succor
UNK	gawor_1	UNK	pos:noun	caves;;declivity;;depression
UNK	gawor_1	UNK	pos:noun	depth
guwriyl~A_1	guwriyl~A_1	pos:noun	pos:noun	gorilla;;guerrilla
guwriy~ap_1	UNK	pos:noun_prop	UNK	Ghoriya
UNK	gawoS_1	UNK	pos:noun	dive;;diving;;deep
guwT_1	Eumoq_1	pos:noun	pos:noun	bottom;;depth
guwl_1	guwl_1	pos:noun	pos:noun	monster;;ghoul
guwl_1	UNK	pos:noun	UNK	ogress
gitit_1	vaqiyl_1	pos:adj	pos:adj	insupportable
gi*A_1	gi*A'_1	pos:noun	pos:noun	food;;provisions
gi*A'_1	gi*A'_1	pos:noun	pos:noun	nutrition;;nourishment
gi*A}iy_1	gi*A}iy~_1	pos:adj	pos:adj	alimental
gi*A}iy_1	gi*A}iy~_1	pos:adj	pos:adj	food;;alimentary;;nutritional
UNK	UNK	UNK	UNK	nourishing
girA_1	girA'_1	pos:noun	pos:noun	glue;;fixative
girA'_1	girA'_1	pos:noun	pos:noun	glue;;fixative
girib_1	UNK	pos:verb	UNK	banish
giriq_1	{ibotal~_1	pos:verb	pos:verb	become dampen
giriq_1	gar~aq_1	pos:verb	pos:verb	sink;;drown
girim_1	gar~am_1	pos:verb	pos:verb	amerce
UNK	gir~_1	UNK	pos:noun	cot
girogAr_1	xa$ab_1	pos:noun	pos:noun	poor quality wood
gi$A'_1	gi$A'_1	pos:noun	pos:noun	coating;;cover;;membrane;;covering
gi$Awap_1	gi$Awap_1	pos:noun	pos:noun	wrap;;cover;;covering;;veil
UNK	ga$~A$_1	UNK	pos:adj	spurious
gi$a$iy_1	UNK	pos:noun	UNK	swindler
gi$iy_1	>ago$aY_1	pos:verb	pos:verb	cover;;be dark;;be covered
gi$iy_1	ga$~aY_1	pos:verb	pos:verb	fainted
gi$~_1	gi$~_1	pos:noun	pos:noun	cheating
giDib_1	gaDib-a_1	pos:verb	pos:verb	become angry
giTA'_1	HimAyap_1	pos:noun	pos:noun	protection
giTA'_1	giTA'_1	pos:noun	pos:noun	lid;;blanket;;cover
giTAs_1	giTAs_1	pos:noun	pos:noun	baptism
giTis_1	{ixotafaY_1	pos:verb	pos:verb	disappear;;vanish
gifil_1	UNK	pos:verb	UNK	stultify;;make negligent
gifiy_1	UNK	pos:verb	UNK	nod off;;snooze
UNK	UNK	UNK	UNK	grains;;cereals
gilib_1	EAnaY_1	pos:verb	pos:verb	suffer;;undergo
gilib_1	galab-i_1	pos:verb	pos:verb	overcome;;gain domination over
gilib_1	galab-i_1	pos:verb	pos:verb	preponderate
gilib_1	fAz-u_1	pos:verb	pos:verb	win
UNK	faZ~_1	UNK	pos:adj	insensitive;;crass
UNK	muzoEij_1	UNK	pos:adj	obnoxious;;irritating
giliT_1	>axoTa>_1	pos:verb	pos:verb	make a mistake;;err
UNK	galuZ-u_1	UNK	pos:verb	become thick;;bulky;;heavy
UNK	galuZ-u_1	UNK	pos:verb	thicken;;coarsen
giliw~_1	galA'_1	pos:noun	pos:noun	high cost;;rising cost
giliy_1	UNK	pos:verb	UNK	become dear;;become beloved
